State		Lambda		Throughput		Latency		CPU		Time
18		17016.0122768		11964.5482348		15.121394187		0		2014-05-02 14:23:06
18		17114.4653553		12172.9265834		17.0107029922		0		2014-05-02 14:23:36
18		17207.9885098		11593.6068082		21.9486197369		0		2014-05-02 14:24:06
18		17296.5545138		12130.4227651		24.984499098		0		2014-05-02 14:24:36
18		17380.0973668		11904.0869894		21.3986405706		0		2014-05-02 14:25:06
18		17458.4849182		12216.3633356		16.7104933545		0		2014-05-02 14:25:36
18		17531.7203518		12048.3375321		17.5059106452		0		2014-05-02 14:26:06
18		17599.7856842		12203.848565		17.6817788213		0		2014-05-02 14:26:36
18		17662.5856889		11978.5644057		15.2336158645		0		2014-05-02 14:27:06
18		17720.1151818		12293.2815364		15.9835905621		0		2014-05-02 14:27:36
18		17772.2504828		12060.318473		16.2462559574		0		2014-05-02 14:28:06
18		17819.0469459		12102.48216		19.1702629905		0		2014-05-02 14:28:36
18		17858.2995739		11932.334671		17.7479604946		0		2014-05-02 14:29:06
18		17894.564717		12118.9918242		18.4463992817		0		2014-05-02 14:29:36
18		17925.3735479		12202.9357133		18.2787567863		0		2014-05-02 14:30:06
18		17950.7005072		12351.7769333		18.4023651205		0		2014-05-02 14:30:36
18		17970.5396844		11849.3957401		16.9217349773		0		2014-05-02 14:31:06
18		17984.8687438		12186.2048156		20.5398631874		0		2014-05-02 14:31:37
18		17993.6783196		12210.7534745		15.6855992302		0		2014-05-02 14:32:07
18		17996.9685211		12188.3414381		16.7630484932		0		2014-05-02 14:32:37
18		17994.7290628		11963.1066386		17.6925695728		0		2014-05-02 14:33:07
18		17986.9634562		11992.4328025		15.9219179064		0		2014-05-02 14:33:37
18		17973.6818143		12096.8121939		14.5549186277		0		2014-05-02 14:34:07
18		17954.8923338		12278.1567347		15.0551412709		0		2014-05-02 14:34:37
18		17930.6110042		11931.0172611		14.2811661704		0		2014-05-02 14:35:07
18		17900.8564509		12130.0100122		17.1253132808		0		2014-05-02 14:35:37
18		17867.7466142		12130.1048561		16.6906152584		0		2014-05-02 14:36:07
18		17827.3889357		11946.4796013		15.1797243889		0		2014-05-02 14:36:37
18		17781.62423		11893.1946416		19.5467562618		0		2014-05-02 14:37:07
18		17730.5005599		12046.9348229		16.3714653498		0		2014-05-02 14:37:37
18		17673.9826892		12160.8687646		16.8656617688		0		2014-05-02 14:38:07
18		17612.2202974		11991.3878849		16.3681101885		0		2014-05-02 14:38:37
18		17545.1751982		11913.7830563		17.4125241223		0		2014-05-02 14:39:07
18		17472.9239415		12122.7726434		17.9172547491		0		2014-05-02 14:39:37
18		17395.507406		12022.9838879		17.0675474437		0		2014-05-02 14:40:07
18		17308.2268933		11972.0124491		15.0302704504		0		2014-05-02 14:40:38
18		17220.4103351		12100.0568187		15.8658974458		0		2014-05-02 14:41:08
18		17127.5286304		12056.0411215		19.3469380416		0		2014-05-02 14:41:38
18		17029.7554147		12175.8160532		23.2320184387		0		2014-05-02 14:42:08
18		16927.0540707		12145.8125782		16.0834432026		0		2014-05-02 14:42:38
18		16825.7419162		11926.0332416		14.3113532263		0		2014-05-02 14:43:08
18		16713.8860427		11778.2593264		20.5445710494		0		2014-05-02 14:43:38
18		16597.367458		11919.9948769		22.1588925052		0		2014-05-02 14:44:09
18		16476.2446299		11837.0611812		18.0839331112		0		2014-05-02 14:44:39
18		16350.6064993		11983.2040064		20.5049789617		0		2014-05-02 14:45:09
18		16220.5975031		12273.2476213		17.6386822191		0		2014-05-02 14:45:39
18		16086.3009186		12027.2831129		14.2423097553		0		2014-05-02 14:46:09
18		15947.7938003		11869.0113357		16.7864986379		0		2014-05-02 14:46:39
18		15805.1717337		11919.9793502		17.8063307909		0		2014-05-02 14:47:09
18		15658.5068876		12119.5370691		20.5260366241		0		2014-05-02 14:47:39
18		15507.9456929		12080.1511535		21.8575827881		0		2014-05-02 14:48:09
18		15353.5177099		11785.7866767		18.9491022913		0		2014-05-02 14:48:39
18		15195.3946611		11936.7378881		17.9468216618		0		2014-05-02 14:49:09
18		15033.7644511		11920.8421837		16.0799004276		0		2014-05-02 14:49:39
18		14868.7020742		11713.3507056		21.7346960224		0		2014-05-02 14:50:09
18		14700.1813896		11820.9403784		18.9496412367		0		2014-05-02 14:50:39
18		14528.2675364		11776.0853694		15.7804012682		0		2014-05-02 14:51:09
18		14353.3195566		11802.0485414		14.8845857647		0		2014-05-02 14:51:39
18		14175.418299		11784.5439389		16.9439251352		0		2014-05-02 14:52:09
18		14004.6413051		11805.5038177		19.2329316057		0		2014-05-02 14:52:39
18		13821.0703672		11802.7093837		20.5538282817		0		2014-05-02 14:53:09
18		13634.7214062		11733.4846627		21.6901335054		0		2014-05-02 14:53:39
18		13446.0014424		11906.1618735		16.9146383692		0		2014-05-02 14:54:09
18		13254.5627057		11453.1290533		18.8388214896		0		2014-05-02 14:54:39
18		13061.0141431		11272.4712633		23.0951117987		0		2014-05-02 14:55:09
18		12865.2214553		11397.2190249		16.9967701077		0		2014-05-02 14:55:39
18		12667.5493754		11137.9212193		20.5226568527		0		2014-05-02 14:56:09
18		12468.0520156		11673.0452717		15.7724075572		0		2014-05-02 14:56:39
20		12266.3530943		10031.4414845		15.6871494069		0		2014-05-02 14:57:09
20		12062.9702663		10715.7060672		13.6711166217		0		2014-05-02 14:57:39
20		11857.9593612		11383.273857		11.9116770213		0		2014-05-02 14:58:10
20		11651.5464307		11380.1736495		13.5467828645		0		2014-05-02 14:58:40
20		11455.5254014		11101.6146262		13.4224752098		0		2014-05-02 14:59:10
20		11246.827189		11004.602516		12.0554391942		0		2014-05-02 14:59:40
20		11048.5753526		10795.078717		13.2884224602		0		2014-05-02 15:00:10
20		10838.1876968		10591.530394		14.3807941125		0		2014-05-02 15:00:40
20		10626.8677941		10443.5740635		12.8124754978		0		2014-05-02 15:01:10
20		10415.4753277		10253.1644306		10.9548553102		0		2014-05-02 15:01:40
20		10203.4534117		10055.7890084		12.865952387		0		2014-05-02 15:02:10
20		9990.83856266		9857.44178308		11.2227402654		0		2014-05-02 15:02:40
20		9790.5439228		9634.14168238		12.1039955657		0		2014-05-02 15:03:10
20		9578.40528865		9483.93366516		12.0419442202		0		2014-05-02 15:03:40
20		9366.63954478		9289.68243121		11.3384839454		0		2014-05-02 15:04:10
20		9155.29359557		9117.6471874		10.8062911727		0		2014-05-02 15:04:40
20		8944.25578004		8859.24701186		11.8498857308		0		2014-05-02 15:05:10
20		8746.14022899		8681.62281661		11.5585167827		0		2014-05-02 15:05:40
20		8536.79447239		8467.22877329		10.0200434893		0		2014-05-02 15:06:10
20		8339.18887513		8285.60768309		9.93499721079		0		2014-05-02 15:06:40
20		8131.97761113		8081.79746965		10.5237703835		0		2014-05-02 15:07:10
20		7925.47453675		7872.5469477		13.1545575443		0		2014-05-02 15:07:40
20		7720.1598053		7676.91545293		11.5857122721		0		2014-05-02 15:08:10
20		7516.03129032		7455.14074864		10.2015429121		0		2014-05-02 15:08:40
20		7314.60881863		7249.52037065		10.4102208138		0		2014-05-02 15:09:10
20		7125.03083551		7069.58094799		10.5247665696		0		2014-05-02 15:09:40
20		6937.41693424		6899.71012871		9.96759025806		0		2014-05-02 15:10:10
20		6741.79146345		6697.18364647		9.67597037844		0		2014-05-02 15:10:40
